Sweden, Death rates (period 1x1), 	Last modified: 12 May 2022;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1914          27             0.005563        0.005647        0.005604
  1914          28             0.005530        0.005766        0.005645
  1914          29             0.005952        0.006550        0.006244
  1914          30             0.006749        0.005806        0.006290
  1914          31             0.005555        0.006176        0.005856
  1914          32             0.006108        0.005653        0.005885
  1914          33             0.005582        0.006003        0.005788
  1914          34             0.006070        0.006658        0.006355
  1914          35             0.005815        0.006691        0.006240
  1914          36             0.005695        0.006045        0.005865
  1914          37             0.006948        0.006472        0.006716
  1914          38             0.006519        0.006506        0.006512
  1914          39             0.006072        0.006824        0.006437
  1914          40             0.005940        0.006898        0.006402
  1914          41             0.006899        0.007159        0.007025
  1914          42             0.007634        0.007005        0.007331
  1914          43             0.007266        0.008086        0.007659
  1914          44             0.007191        0.007276        0.007232
  1914          45             0.007144        0.007137        0.007140
  1914          46             0.007416        0.009339        0.008314
  1914          47             0.007275        0.009275        0.008219
  1914          48             0.008390        0.009733        0.009023
  1914          49             0.007860        0.009890        0.008809
  1914          50             0.008903        0.011314        0.010029
  1914          51             0.008796        0.011470        0.010045
  1914          52             0.010028        0.013294        0.011545
  1914          53             0.009560        0.012673        0.010998
  1914          54             0.012346        0.013894        0.013061
  1914          55             0.010792        0.013328        0.011966
  1914          56             0.011843        0.016069        0.013792
  1914          57             0.012135        0.015822        0.013833
  1914          58             0.013272        0.019287        0.016056
  1914          59             0.014545        0.017718        0.016012
  1914          60             0.015934        0.019016        0.017355
  1914          61             0.017589        0.021930        0.019584
  1914          62             0.020612        0.024399        0.022359
  1914          63             0.019926        0.024695        0.022126
  1914          64             0.021199        0.028936        0.024735
  1914          65             0.024613        0.029034        0.026617
  1914          66             0.029011        0.031896        0.030319
  1914          67             0.031736        0.033608        0.032589
  1914          68             0.033447        0.039089        0.035994
  1914          69             0.036869        0.039807        0.038191
  1914          70             0.038804        0.046625        0.042324
  1914          71             0.045520        0.054343        0.049437
  1914          72             0.047694        0.061096        0.053611
  1914          73             0.053638        0.064916        0.058632
  1914          74             0.060356        0.065537        0.062637
  1914          75             0.065956        0.071171        0.068229
  1914          76             0.075613        0.082704        0.078726
  1914          77             0.086702        0.091595        0.088833
  1914          78             0.085764        0.101133        0.092378
  1914          79             0.110521        0.121531        0.115281
  1914          80             0.121808        0.124879        0.123142
  1914          81             0.125507        0.137240        0.130610
  1914          82             0.136578        0.142054        0.138931
  1914          83             0.151586        0.174225        0.161136
  1914          84             0.173692        0.181866        0.177137
  1914          85             0.206547        0.220676        0.212407
  1914          86             0.203219        0.230789        0.214438
  1914          87             0.217571        0.252532        0.231832
  1914          88             0.241646        0.260870        0.249294
  1914          89             0.273738        0.296578        0.282647
  1914          90             0.265928        0.355522        0.299885
  1914          91             0.330660        0.331077        0.330817
  1914          92             0.308201        0.403817        0.343985
  1914          93             0.402474        0.380463        0.394616
  1914          94             0.495547        0.405517        0.462245
  1914          95             0.393078        0.462617        0.417138
  1914          96             0.439024        0.633028        0.495340
  1914          97             0.615894        0.885246        0.693396
  1914          98             0.621951        0.526316        0.597285
  1914          99             0.615385        0.413793        0.560748
  1914         100             0.489796        1.000000        0.626866
  1914         101             0.967742        0.000000        0.810811
  1914         102             2.000000        3.000000        2.181818
  1914         103             0.750000              .        0.750000
  1914         104             0.000000              .        0.000000
  1914         105             0.000000              .        0.000000
  1914         106             0.000000              .        0.000000
  1914         107                   .              .              .
  1914         108                   .              .              .
  1914         109                   .              .              .
  1914         110+                  .              .              .
  1915           0             0.068119        0.085648        0.077069
  1915           1             0.016265        0.018865        0.017591
  1915           2             0.007915        0.007671        0.007790
  1915           3             0.005650        0.005308        0.005476
  1915           4             0.004854        0.004746        0.004799
  1915           5             0.003554        0.003347        0.003448
  1915           6             0.003296        0.003450        0.003375
  1915           7             0.002873        0.002926        0.002900
  1915           8             0.002807        0.002815        0.002811
  1915           9             0.002430        0.002591        0.002512
  1915          10             0.002166        0.002585        0.002379
  1915          11             0.002610        0.002615        0.002613
  1915          12             0.002668        0.002547        0.002607
  1915          13             0.003463        0.002380        0.002914
  1915          14             0.003590        0.002556        0.003065
  1915          15             0.004050        0.003249        0.003644
  1915          16             0.004788        0.003609        0.004188
  1915          17             0.004555        0.004704        0.004631
  1915          18             0.004613        0.006066        0.005353
  1915          19             0.005590        0.006297        0.005946
  1915          20             0.005522        0.008275        0.006905
  1915          21             0.005433        0.009224        0.007330
  1915          22             0.005738        0.007505        0.006621
  1915          23             0.005466        0.006503        0.005982
  1915          24             0.006574        0.007036        0.006802
  1915          25             0.005947        0.006411        0.006175
  1915          26             0.005600        0.006059        0.005825
  1915          27             0.005965        0.005968        0.005966
  1915          28             0.005859        0.006702        0.006271
  1915          29             0.005944        0.005955        0.005949
  1915          30             0.006450        0.006119        0.006289
  1915          31             0.006154        0.006260        0.006205
  1915          32             0.005643        0.006656        0.006134
  1915          33             0.006995        0.005962        0.006491
  1915          34             0.005699        0.006007        0.005849
  1915          35             0.006056        0.006471        0.006257
  1915          36             0.006661        0.006033        0.006357
  1915          37             0.006950        0.006514        0.006738
  1915          38             0.005587        0.005785        0.005683
  1915          39             0.007146        0.007175        0.007160
  1915          40             0.006834        0.007326        0.007073
  1915          41             0.007565        0.006757        0.007175
  1915          42             0.007592        0.007356        0.007478
  1915          43             0.008120        0.007978        0.008051
  1915          44             0.007054        0.008055        0.007534
  1915          45             0.007385        0.009959        0.008612
  1915          46             0.008021        0.008088        0.008053
  1915          47             0.008741        0.009684        0.009181
  1915          48             0.008086        0.010554        0.009250
  1915          49             0.008956        0.009539        0.009230
  1915          50             0.008949        0.010414        0.009633
  1915          51             0.009017        0.011978        0.010399
  1915          52             0.010347        0.011718        0.010987
  1915          53             0.010025        0.013266        0.011527
  1915          54             0.009697        0.013811        0.011595
  1915          55             0.011154        0.014694        0.012788
  1915          56             0.013058        0.015190        0.014044
  1915          57             0.013434        0.017304        0.015216
  1915          58             0.014907        0.018653        0.016627
  1915          59             0.016809        0.020160        0.018356
  1915          60             0.017738        0.021260        0.019364
  1915          61             0.018009        0.023715        0.020633
  1915          62             0.019488        0.023899        0.021511
  1915          63             0.022880        0.027280        0.024906
  1915          64             0.022335        0.029508        0.025634
  1915          65             0.026239        0.030222        0.028055
  1915          66             0.029354        0.033885        0.031404
  1915          67             0.031185        0.039810        0.035087
  1915          68             0.035113        0.041942        0.038219
  1915          69             0.043027        0.040843        0.042042
  1915          70             0.047185        0.052889        0.049748
  1915          71             0.051130        0.056680        0.053620
  1915          72             0.050751        0.058049        0.053975
  1915          73             0.058620        0.069002        0.063177
  1915          74             0.070063        0.073736        0.071685
  1915          75             0.074709        0.088206        0.080630
  1915          76             0.079886        0.092615        0.085406
  1915          77             0.095531        0.098789        0.096957
  1915          78             0.106546        0.113769        0.109675
  1915          79             0.111626        0.118994        0.114781
  1915          80             0.130093        0.132516        0.131138
  1915          81             0.151850        0.159266        0.155062
  1915          82             0.147064        0.172957        0.158236
  1915          83             0.157492        0.181649        0.167761
  1915          84             0.181921        0.206978        0.192377
  1915          85             0.210497        0.229202        0.218316
  1915          86             0.234512        0.235927        0.235092
  1915          87             0.258699        0.281861        0.268017
  1915          88             0.270270        0.328871        0.293697
  1915          89             0.299623        0.344704        0.317157
  1915          90             0.331549        0.376842        0.348694
  1915          91             0.332478        0.420975        0.364942
  1915          92             0.368618        0.400612        0.380181
  1915          93             0.376635        0.425926        0.394429
  1915          94             0.455019        0.521739        0.478616
  1915          95             0.553476        0.409692        0.499168
  1915          96             0.576687        0.482759        0.544000
  1915          97             0.604167        0.931034        0.698020
  1915          98             0.588957        0.285714        0.504425
  1915          99             0.319149        0.923077        0.450000
  1915         100             1.285714        0.428571        1.071429
  1915         101             0.571429        1.333333        0.800000
  1915         102             0.600000        6.000000        1.090909
  1915         103             4.000000              .        4.000000
  1915         104             3.000000              .        3.000000
  1915         105                   .              .              .
  1915         106             3.000000              .        3.000000
  1915         107                   .              .              .
  1915         108                   .              .              .
  1915         109                   .              .              .
  1915         110+                  .              .              .
  1916           0             0.064609        0.080180        0.072570
  1916           1             0.017675        0.018835        0.018265
  1916           2             0.007650        0.007473        0.007560
  1916           3             0.005446        0.005841        0.005647
  1916           4             0.004742        0.004450        0.004593
  1916           5             0.003587        0.004107        0.003852
  1916           6             0.003582        0.003179        0.003376
  1916           7             0.002684        0.003330        0.003014
  1916           8             0.003306        0.003048        0.003175
  1916           9             0.002796        0.002556        0.002674
  1916          10             0.002906        0.002546        0.002723
  1916          11             0.002594        0.002387        0.002489
  1916          12             0.002598        0.002327        0.002460
  1916          13             0.003299        0.002257        0.002771
  1916          14             0.004062        0.002679        0.003360
  1916          15             0.004164        0.003365        0.003758
  1916          16             0.004762        0.003893        0.004320
  1916          17             0.005264        0.004558        0.004904
  1916          18             0.005092        0.005907        0.005507
  1916          19             0.005223        0.006348        0.005792
  1916          20             0.005578        0.008027        0.006815
  1916          21             0.005876        0.008208        0.007047
  1916          22             0.005326        0.008270        0.006797
  1916          23             0.005756        0.006920        0.006336
  1916          24             0.005108        0.006317        0.005708
  1916          25             0.005586        0.006852        0.006210
  1916          26             0.005916        0.005997        0.005956
  1916          27             0.005132        0.006874        0.005985
  1916          28             0.006003        0.005966        0.005985
  1916          29             0.005434        0.005826        0.005625
  1916          30             0.005363        0.005710        0.005532
  1916          31             0.006103        0.005302        0.005713
  1916          32             0.005937        0.005677        0.005811
  1916          33             0.005520        0.005300        0.005414
  1916          34             0.005573        0.005643        0.005607
  1916          35             0.006375        0.005773        0.006083
  1916          36             0.006199        0.005406        0.005815
  1916          37             0.005507        0.005821        0.005659
  1916          38             0.005713        0.006147        0.005924
  1916          39             0.006640        0.005974        0.006315
  1916          40             0.006691        0.006389        0.006544
  1916          41             0.006485        0.005867        0.006186
  1916          42             0.006897        0.006100        0.006513
  1916          43             0.006352        0.007094        0.006710
  1916          44             0.007260        0.008043        0.007637
  1916          45             0.006457        0.008153        0.007270
  1916          46             0.007931        0.008753        0.008322
  1916          47             0.006879        0.008496        0.007638
  1916          48             0.007907        0.009767        0.008775
  1916          49             0.007565        0.008103        0.007818
  1916          50             0.009059        0.010116        0.009556
  1916          51             0.009200        0.010333        0.009729
  1916          52             0.009563        0.011566        0.010497
  1916          53             0.010446        0.010824        0.010622
  1916          54             0.011828        0.014311        0.012978
  1916          55             0.011073        0.013472        0.012178
  1916          56             0.012987        0.014776        0.013811
  1916          57             0.012384        0.018248        0.015090
  1916          58             0.013992        0.018466        0.016047
  1916          59             0.013252        0.019498        0.016114
  1916          60             0.015944        0.019636        0.017644
  1916          61             0.018621        0.021503        0.019948
  1916          62             0.018905        0.022854        0.020717
  1916          63             0.020152        0.022639        0.021290
  1916          64             0.024018        0.026101        0.024975
  1916          65             0.023875        0.029913        0.026645
  1916          66             0.027152        0.035535        0.030963
  1916          67             0.029778        0.033351        0.031390
  1916          68             0.030963        0.038351        0.034296
  1916          69             0.034979        0.042383        0.038336
  1916          70             0.040226        0.045094        0.042417
  1916          71             0.042418        0.051024        0.046277
  1916          72             0.048288        0.053734        0.050724
  1916          73             0.056486        0.062782        0.059257
  1916          74             0.063122        0.064308        0.063641
  1916          75             0.067720        0.077325        0.071945
  1916          76             0.074967        0.088977        0.081070
  1916          77             0.081236        0.091198        0.085536
  1916          78             0.087852        0.104669        0.095168
  1916          79             0.100112        0.108675        0.103805
  1916          80             0.109175        0.123130        0.115127
  1916          81             0.120706        0.133224        0.126079
  1916          82             0.132219        0.150174        0.139935
  1916          83             0.147367        0.157861        0.151833
  1916          84             0.154358        0.180292        0.165259
  1916          85             0.179430        0.208790        0.191511
  1916          86             0.205169        0.221987        0.212104
  1916          87             0.227106        0.246173        0.234900
  1916          88             0.247345        0.276716        0.258881
  1916          89             0.257798        0.274600        0.264333
  1916          90             0.257523        0.332758        0.286307
  1916          91             0.297320        0.342665        0.313779
  1916          92             0.306104        0.380850        0.332571
  1916          93             0.347645        0.368098        0.354847
  1916          94             0.364326        0.399533        0.376693
  1916          95             0.450000        0.592105        0.498503
  1916          96             0.368421        0.407143        0.383152
  1916          97             0.419580        0.782609        0.537736
  1916          98             0.500000        0.931034        0.610619
  1916          99             0.588235        1.034483        0.687023
  1916         100             0.113208        1.333333        0.290323
  1916         101             0.260870        0.000000        0.206897
  1916         102             0.000000        0.000000        0.000000
  1916         103             0.000000              .        0.000000
  1916         104                   .              .              .
  1916         105                   .              .              .
  1916         106                   .              .              .
  1916         107                   .              .              .
  1916         108                   .              .              .
  1916         109                   .              .              .
  1916         110+                  .              .              .
  1917           0             0.058970        0.074636        0.066984
  1917           1             0.014487        0.015145        0.014822
  1917           2             0.006980        0.007486        0.007237
  1917           3             0.005257        0.005909        0.005589
  1917           4             0.004334        0.004843        0.004593
  1917           5             0.003429        0.004269        0.003857
  1917           6             0.002995        0.003740        0.003376
  1917           7             0.003249        0.003235        0.003242
  1917           8             0.003044        0.003081        0.003063
  1917           9             0.002802        0.002562        0.002679
  1917          10             0.002370        0.002560        0.002467
  1917          11             0.002929        0.002889        0.002909
  1917          12             0.002706        0.002168        0.002432
  1917          13             0.002999        0.002572        0.002781
  1917          14             0.003417        0.003080        0.003246
  1917          15             0.004061        0.003276        0.003662
  1917          16             0.004222        0.003904        0.004060
  1917          17             0.005113        0.004194        0.004646
  1917          18             0.005097        0.006326        0.005722
  1917          19             0.005232        0.005813        0.005526
  1917          20             0.006020        0.007547        0.006792
  1917          21             0.005243        0.007722        0.006494
  1917          22             0.004827        0.006893        0.005864
  1917          23             0.005294        0.006205        0.005749
  1917          24             0.005314        0.007030        0.006168
  1917          25             0.005465        0.006448        0.005952
  1917          26             0.005486        0.005478        0.005482
  1917          27             0.005197        0.005887        0.005533
  1917          28             0.005134        0.005729        0.005425
  1917          29             0.005372        0.006040        0.005699
  1917          30             0.005581        0.005257        0.005423
  1917          31             0.005967        0.005471        0.005725
  1917          32             0.005257        0.005513        0.005382
  1917          33             0.005188        0.005416        0.005299
  1917          34             0.005312        0.005743        0.005521
  1917          35             0.005333        0.006022        0.005668
  1917          36             0.006302        0.005548        0.005936
  1917          37             0.006421        0.005668        0.006056
  1917          38             0.006110        0.005037        0.005591
  1917          39             0.006135        0.006120        0.006128
  1917          40             0.006561        0.005012        0.005806
  1917          41             0.006966        0.006855        0.006912
  1917          42             0.006828        0.006896        0.006861
  1917          43             0.007188        0.006673        0.006940
  1917          44             0.008019        0.007454        0.007747
  1917          45             0.007575        0.007567        0.007571
  1917          46             0.007889        0.008058        0.007970
  1917          47             0.007095        0.008425        0.007728
  1917          48             0.007074        0.009027        0.007990
  1917          49             0.008377        0.008375        0.008376
  1917          50             0.008069        0.009099        0.008554
  1917          51             0.009302        0.010430        0.009833
  1917          52             0.008903        0.011155        0.009953
  1917          53             0.009985        0.014060        0.011883
  1917          54             0.010202        0.012913        0.011464
  1917          55             0.011404        0.012948        0.012119
  1917          56             0.012637        0.015452        0.013933
  1917          57             0.012421        0.016415        0.014260
  1917          58             0.014332        0.014563        0.014438
  1917          59             0.014461        0.019135        0.016605
  1917          60             0.016464        0.019951        0.018058
  1917          61             0.016769        0.020539        0.018502
  1917          62             0.018652        0.022923        0.020616
  1917          63             0.020245        0.023881        0.021912
  1917          64             0.020528        0.028218        0.024040
  1917          65             0.023531        0.032235        0.027517
  1917          66             0.027747        0.030710        0.029102
  1917          67             0.030818        0.035598        0.032986
  1917          68             0.032780        0.040607        0.036301
  1917          69             0.034915        0.044188        0.039080
  1917          70             0.041283        0.045937        0.043387
  1917          71             0.046193        0.050189        0.047987
  1917          72             0.052535        0.056822        0.054453
  1917          73             0.052620        0.063649        0.057540
  1917          74             0.060777        0.068500        0.064166
  1917          75             0.068470        0.076197        0.071844
  1917          76             0.076448        0.083749        0.079646
  1917          77             0.081804        0.099952        0.089656
  1917          78             0.087652        0.098704        0.092378
  1917          79             0.099719        0.123207        0.109857
  1917          80             0.112042        0.120352        0.115605
  1917          81             0.123895        0.143843        0.132335
  1917          82             0.129124        0.155942        0.140540
  1917          83             0.148380        0.176623        0.160354
  1917          84             0.162749        0.198610        0.177818
  1917          85             0.176853        0.211120        0.190972
  1917          86             0.194819        0.254742        0.218938
  1917          87             0.225074        0.258988        0.238783
  1917          88             0.252643        0.283333        0.264997
  1917          89             0.256594        0.267303        0.260691
  1917          90             0.311261        0.349182        0.325776
  1917          91             0.316438        0.337358        0.324241
  1917          92             0.330709        0.401945        0.355682
  1917          93             0.385965        0.437346        0.403320
  1917          94             0.365186        0.467532        0.400000
  1917          95             0.483685        0.474576        0.480610
  1917          96             0.482633        0.574713        0.512376
  1917          97             0.477509        0.535032        0.497758
  1917          98             0.650602        0.575342        0.627615
  1917          99             0.242424        0.444444        0.285714
  1917         100             0.818182        1.800000        0.947368
  1917         101             0.648649        3.000000        0.769231
  1917         102             0.000000        3.000000        0.428571
  1917         103             0.000000              .        0.000000
  1917         104             1.500000              .        1.500000
  1917         105                   .              .              .
  1917         106                   .              .              .
  1917         107                   .              .              .
  1917         108                   .              .              .
  1917         109                   .              .              .
  1917         110+                  .              .              .
  1918           0             0.059072        0.074468        0.066955
  1918           1             0.019091        0.018905        0.018996
  1918           2             0.011338        0.011222        0.011279
  1918           3             0.009042        0.009105        0.009074
  1918           4             0.007614        0.007175        0.007390
  1918           5             0.006274        0.006430        0.006353
  1918           6             0.005430        0.005725        0.005580
  1918           7             0.005927        0.005741        0.005832
  1918           8             0.004730        0.004471        0.004598
  1918           9             0.004523        0.004385        0.004453
  1918          10             0.004782        0.004397        0.004586
  1918          11             0.004946        0.003885        0.004405
  1918          12             0.004531        0.004424        0.004477
  1918          13             0.005342        0.004126        0.004723
  1918          14             0.005680        0.004901        0.005283
  1918          15             0.006884        0.005273        0.006067
  1918          16             0.009109        0.007281        0.008180
  1918          17             0.010223        0.009460        0.009834
  1918          18             0.011151        0.012567        0.011870
  1918          19             0.011471        0.013597        0.012551
  1918          20             0.011679        0.018468        0.015118
  1918          21             0.012615        0.015836        0.014243
  1918          22             0.012887        0.016867        0.014893
  1918          23             0.014332        0.019123        0.016732
  1918          24             0.014417        0.018011        0.016207
  1918          25             0.015451        0.020189        0.017803
  1918          26             0.016576        0.018922        0.017735
  1918          27             0.015102        0.021346        0.018161
  1918          28             0.015322        0.019979        0.017589
  1918          29             0.014540        0.017116        0.015797
  1918          30             0.014120        0.018185        0.016106
  1918          31             0.013297        0.016472        0.014843
  1918          32             0.014255        0.016456        0.015327
  1918          33             0.013231        0.016364        0.014756
  1918          34             0.012679        0.015757        0.014168
  1918          35             0.012311        0.014014        0.013134
  1918          36             0.011347        0.014309        0.012787
  1918          37             0.011342        0.012891        0.012094
  1918          38             0.010723        0.012578        0.011622
  1918          39             0.011052        0.012001        0.011511
  1918          40             0.009101        0.010781        0.009917
  1918          41             0.010322        0.010188        0.010257
  1918          42             0.009846        0.012190        0.010989
  1918          43             0.010062        0.012218        0.011107
  1918          44             0.009777        0.010911        0.010324
  1918          45             0.009726        0.011207        0.010441
  1918          46             0.010461        0.010994        0.010717
  1918          47             0.010000        0.012398        0.011149
  1918          48             0.011795        0.012377        0.012072
  1918          49             0.009885        0.012270        0.011003
  1918          50             0.010127        0.012765        0.011357
  1918          51             0.010444        0.012416        0.011372
  1918          52             0.011312        0.014319        0.012726
  1918          53             0.013099        0.013708        0.013383
  1918          54             0.014680        0.015859        0.015228
  1918          55             0.013760        0.015654        0.014641
  1918          56             0.015589        0.016412        0.015969
  1918          57             0.014258        0.018756        0.016326
  1918          58             0.016041        0.018170        0.017019
  1918          59             0.016855        0.020308        0.018444
  1918          60             0.017533        0.022643        0.019872
  1918          61             0.020258        0.022866        0.021448
  1918          62             0.022252        0.025310        0.023655
  1918          63             0.023601        0.027373        0.025333
  1918          64             0.024446        0.029863        0.026921
  1918          65             0.026432        0.032035        0.028981
  1918          66             0.031047        0.036651        0.033608
  1918          67             0.032168        0.035935        0.033888
  1918          68             0.036357        0.042137        0.038971
  1918          69             0.037950        0.043881        0.040606
  1918          70             0.041651        0.051320        0.045975
  1918          71             0.048541        0.052717        0.050422
  1918          72             0.049452        0.059304        0.053859
  1918          73             0.056746        0.063165        0.059608
  1918          74             0.066830        0.071522        0.068914
  1918          75             0.069056        0.076753        0.072422
  1918          76             0.076936        0.091746        0.083372
  1918          77             0.081761        0.089306        0.085046
  1918          78             0.085157        0.110026        0.095813
  1918          79             0.094688        0.107475        0.100108
  1918          80             0.113886        0.131526        0.121431
  1918          81             0.123938        0.139503        0.130549
  1918          82             0.139665        0.145273        0.142015
  1918          83             0.150027        0.169483        0.158203
  1918          84             0.169470        0.194514        0.179937
  1918          85             0.179997        0.205557        0.190538
  1918          86             0.164995        0.199454        0.178898
  1918          87             0.228044        0.259599        0.240438
  1918          88             0.242010        0.250778        0.245514
  1918          89             0.252624        0.275477        0.261731
  1918          90             0.272374        0.291105        0.279409
  1918          91             0.284244        0.286019        0.284912
  1918          92             0.352539        0.411445        0.374119
  1918          93             0.366093        0.429618        0.387360
  1918          94             0.322659        0.491677        0.376847
  1918          95             0.396075        0.426966        0.406042
  1918          96             0.561350        0.581250        0.567901
  1918          97             0.367347        0.580645        0.433735
  1918          98             0.430939        0.456522        0.439560
  1918          99             0.346154        0.769231        0.461538
  1918         100             0.736842        0.461538        0.685714
  1918         101             1.272727        0.000000        1.076923
  1918         102             1.000000              .        1.000000
  1918         103             1.500000              .        1.500000
  1918         104             0.857143              .        0.857143
  1918         105             6.000000              .        6.000000
  1918         106                   .              .              .
  1918         107                   .              .              .
  1918         108                   .              .              .
  1918         109                   .              .              .
  1918         110+                  .              .              .
  1919           0             0.064228        0.082431        0.073560
  1919           1             0.015474        0.018228        0.016879
  1919           2             0.009564        0.009735        0.009651
  1919           3             0.006817        0.007728        0.007281
  1919           4             0.006634        0.007134        0.006888
  1919           5             0.005162        0.004898        0.005028
  1919           6             0.004690        0.004760        0.004726
  1919           7             0.003719        0.004012        0.003868
  1919           8             0.003436        0.003705        0.003573
  1919           9             0.003069        0.003227        0.003150
  1919          10             0.002998        0.003395        0.003201
  1919          11             0.003029        0.003255        0.003144
  1919          12             0.002945        0.002761        0.002851
  1919          13             0.003163        0.002908        0.003033
  1919          14             0.003263        0.003041        0.003150
  1919          15             0.004098        0.003565        0.003826
  1919          16             0.004690        0.004373        0.004529
  1919          17             0.004796        0.004809        0.004803
  1919          18             0.005274        0.006516        0.005906
  1919          19             0.006095        0.007175        0.006643
  1919          20             0.005241        0.008056        0.006670
  1919          21             0.005813        0.007185        0.006508
  1919          22             0.005983        0.007481        0.006739
  1919          23             0.006810        0.007227        0.007020
  1919          24             0.006424        0.008478        0.007451
  1919          25             0.006980        0.008691        0.007830
  1919          26             0.006429        0.008491        0.007450
  1919          27             0.006912        0.007835        0.007366
  1919          28             0.006942        0.007948        0.007434
  1919          29             0.006707        0.007613        0.007147
  1919          30             0.006981        0.007827        0.007393
  1919          31             0.006717        0.008065        0.007375
  1919          32             0.006380        0.007913        0.007125
  1919          33             0.007671        0.008015        0.007838
  1919          34             0.006722        0.007661        0.007178
  1919          35             0.006355        0.007490        0.006904
  1919          36             0.006840        0.008087        0.007442
  1919          37             0.006787        0.007033        0.006907
  1919          38             0.006136        0.007460        0.006779
  1919          39             0.006450        0.007986        0.007193
  1919          40             0.007515        0.006696        0.007119
  1919          41             0.007627        0.007901        0.007760
  1919          42             0.007021        0.007324        0.007169
  1919          43             0.006930        0.008018        0.007460
  1919          44             0.006848        0.008592        0.007694
  1919          45             0.007629        0.008232        0.007920
  1919          46             0.007868        0.008155        0.008006
  1919          47             0.007471        0.009038        0.008225
  1919          48             0.008198        0.009602        0.008870
  1919          49             0.008096        0.009394        0.008714
  1919          50             0.010871        0.009123        0.010051
  1919          51             0.009697        0.010930        0.010272
  1919          52             0.010235        0.012325        0.011218
  1919          53             0.009971        0.012496        0.011157
  1919          54             0.011887        0.012667        0.012250
  1919          55             0.012800        0.013288        0.013027
  1919          56             0.011975        0.015178        0.013464
  1919          57             0.013889        0.015313        0.014547
  1919          58             0.014540        0.017371        0.015841
  1919          59             0.016374        0.019336        0.017734
  1919          60             0.016461        0.019603        0.017904
  1919          61             0.019288        0.021111        0.020122
  1919          62             0.019409        0.021840        0.020516
  1919          63             0.020181        0.024467        0.022144
  1919          64             0.023693        0.030464        0.026795
  1919          65             0.024808        0.030360        0.027335
  1919          66             0.027605        0.032009        0.029605
  1919          67             0.031763        0.035561        0.033496
  1919          68             0.033584        0.037613        0.035420
  1919          69             0.037051        0.044450        0.040388
  1919          70             0.045045        0.045918        0.045435
  1919          71             0.049849        0.052122        0.050863
  1919          72             0.053220        0.053782        0.053472
  1919          73             0.061344        0.063436        0.062278
  1919          74             0.067083        0.074799        0.070514
  1919          75             0.068428        0.075166        0.071410
  1919          76             0.074370        0.082352        0.077843
  1919          77             0.090343        0.097758        0.093553
  1919          78             0.094382        0.107764        0.100154
  1919          79             0.110205        0.119598        0.114209
  1919          80             0.103876        0.116833        0.109339
  1919          81             0.130483        0.143887        0.136163
  1919          82             0.146792        0.159104        0.151998
  1919          83             0.160648        0.163027        0.161637
  1919          84             0.177421        0.182023        0.179343
  1919          85             0.198826        0.201750        0.200040
  1919          86             0.206941        0.207009        0.206968
  1919          87             0.217588        0.245160        0.228559
  1919          88             0.240797        0.269325        0.251781
  1919          89             0.256540        0.321448        0.282101
  1919          90             0.292591        0.297376        0.294465
  1919          91             0.300194        0.338745        0.314414
  1919          92             0.368564        0.358794        0.364903
  1919          93             0.381574        0.439134        0.401899
  1919          94             0.386747        0.414573        0.395765
  1919          95             0.487365        0.573248        0.512983
  1919          96             0.552870        0.410423        0.507740
  1919          97             0.394161        0.525773        0.436364
  1919          98             0.493827        0.600000        0.522523
